match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
7894,2,Chennai Super Kings,Mumbai Indians,7,3,AT Rayudu,KM Jadhav,Mayank Markande,0,0,0,0,0,0,0,0,0,AT Rayudu,lbw,
7894,2,Chennai Super Kings,Mumbai Indians,7,4,MS Dhoni,KM Jadhav,Mayank Markande,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,7,5,KM Jadhav,MS Dhoni,Mayank Markande,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,7,6,KM Jadhav,MS Dhoni,Mayank Markande,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,8,1,KM Jadhav,MS Dhoni,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,8,2,KM Jadhav,MS Dhoni,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,8,3,KM Jadhav,MS Dhoni,JJ Bumrah,0,0,0,0,1,0,1,1,2,,,
7894,2,Chennai Super Kings,Mumbai Indians,8,4,KM Jadhav,MS Dhoni,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,8,5,KM Jadhav,MS Dhoni,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,8,6,MS Dhoni,KM Jadhav,JJ Bumrah,0,0,0,0,0,0,2,0,2,,,
7894,2,Chennai Super Kings,Mumbai Indians,8,7,MS Dhoni,KM Jadhav,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,9,1,MS Dhoni,KM Jadhav,Mayank Markande,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,9,2,KM Jadhav,MS Dhoni,Mayank Markande,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,9,3,MS Dhoni,KM Jadhav,Mayank Markande,0,0,0,0,0,0,0,0,0,MS Dhoni,lbw,
7894,2,Chennai Super Kings,Mumbai Indians,9,4,RA Jadeja,KM Jadhav,Mayank Markande,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,9,5,RA Jadeja,KM Jadhav,Mayank Markande,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,9,6,RA Jadeja,KM Jadhav,Mayank Markande,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,10,1,KM Jadhav,RA Jadeja,HH Pandya,0,1,0,0,0,0,1,1,2,,,
7894,2,Chennai Super Kings,Mumbai Indians,10,2,KM Jadhav,RA Jadeja,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,10,3,KM Jadhav,RA Jadeja,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,10,4,RA Jadeja,KM Jadhav,HH Pandya,0,0,0,0,0,0,2,0,2,,,
7894,2,Chennai Super Kings,Mumbai Indians,10,5,RA Jadeja,KM Jadhav,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,10,6,RA Jadeja,KM Jadhav,HH Pandya,0,0,0,0,0,0,1,0,1,,,
